sample,method,MCC,ARI
Normal_5_equil_TRUE_pn_500_seed_19,PPM,1,1
Normal_5_equil_TRUE_pn_500_seed_19,PPM_window5,1,1
Normal_5_equil_TRUE_pn_500_seed_19,PPM_window10,1,1
Normal_5_equil_TRUE_pn_500_seed_19,PPI,1,1
Normal_5_equil_TRUE_pn_500_seed_19,PPI_window5,1,1
Normal_5_equil_TRUE_pn_500_seed_19,PPI_window10,1,1
Normal_5_equil_TRUE_pn_500_seed_19,ALDUQ,-0.0101010101010101,-0.00993579218890908
Normal_5_equil_TRUE_pn_500_seed_19,ALDUQ_window5,0.393939393939394,0.389091900398382
Normal_5_equil_TRUE_pn_500_seed_19,ALDUQ_window10,0.393939393939394,0.389091900398382
Normal_5_equil_TRUE_pn_500_seed_19,chull,0.325218563802392,0.217029401257023
Normal_5_equil_TRUE_pn_500_seed_19,chull_window5,0.438085827115181,0.30829792687197
Normal_5_equil_TRUE_pn_500_seed_19,chull_window10,0.447589879618273,0.320303297201072
